0 -0.667730
1 0.945154
2 17.476282
3 43.548383
4 72.540326
5 87.475542
6 96.986841
7 142.560374
8 783.595265
9 1647.344517
10 1361.328892
11 497.401147
12 1587.851592
13 2696.343421
14 3342.324882
15 3227.564356
16 2545.110384
